Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Language,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp,Discovered_Country
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Motivation Ark,UC9vLdyHatOhRrCwQXq3HmQQ,https://www.youtube.com/@motivationark,1670000,341,Motivation - Documentary,en,0.34,0.753,"This channel is about improving people's lives through motivation, inspiration and education, from the high achievers of the world. Our goal is to keep you motivated so that you can achieve your goals and follow your dreams. We are working hard to make your day better and push you to be your best! Whether you're studying, working out, or just feeling unmotivated, we have the Motivational Video for you!

Our team of talented video editors licenses all the music and visuals and adds high quality edits and special effects to create complete new, original video releases. Our compilations are carefully crafted to bring you a combination of original content, fresh edited versions of content.

Motivation is what will get you started, but it's the consistent work, day in and day out, that will create measurable value in your life!

Happy journey. :)","motivational speech, inspirational talks, life changing speech, success motivation, daily motivation, self improvement, personal growth, how to improve, life transformation, mindset change, spiritual journey, inner peace, mindfulness practice, spiritual awakening, sadhguru teachings, leadership skills, how to lead, influence others, simon sinek leadership, effective leadership, life lessons, wisdom quotes, life advice, lessons learned, life philosophy","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:36:32.899272,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,ForgeCore,UC9qoB5JgECKwB4y2oYC712w,https://www.youtube.com/@forgecoreco,1540000,104,DIY/Crafting - Educational Tutorials,en,0.22,0.473,3D Files? Click the link below!,"3d printing ideas, creative diy projects, diy home decor, diy plant hacks, diy fall crafts, indoor gardening tips, grow plants indoors, plant care basics, easy plant hacks, gardening for beginners, board game alternatives, unique board games, fun game ideas, creative game night, unusual games to play, home improvement tips, creative home hacks, simple home fixes, diy home solutions, easy home projects","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:14:31.783668,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,https://www.youtube.com/@jeffsu,1500000,284,Productivity - Educational Tutorials,en,0.92,0.846,"🌟 This is the channel I wish I could have subscribed when I first entered the workforce

I'm Jeff, a full time Product Marketer. In my spare time I like to tinker with tools and create systems that help me get things done faster - or as one of my friends puts it: ""Get better at being lazy"" 😏

I make videos on practical career and productivity tips without all the ""fluff""

So if you're a college student, working professional, or super ambitious high schooler, make sure to subscribe to my channel 💡
","productivity tips, time management, task management, workflow system, productivity hacks, ai tools, chatgpt tips, ai productivity, ai video creation, ai on iphone, career growth, professional skills, workplace productivity, career advice, job success, cinematic videos, video editing tips, content creation, video production, creative workflow, self improvement, personal growth, motivation tips, life hacks, habit building","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:39:24.805807,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Charlie Chang,UCTQuKo8v0PaPCvk5aRxc_Yg,https://www.youtube.com/@charliechang,1380000,1241,Entrepreneurship - Educational Tutorials,en,0.94,0.949,"My name is Charlie -- I am a 33 year old entrepreneur based in Southern California. I run multiple businesses ranging from media channels, to affiliate marketing, to a recruiting agency. In the past, I've done modeling, photography, tutoring, and pretty much every side hustle under the sun.

I make videos about personal finance, earning money online, investing, productivity, real estate, and entrepreneurship. I am a huge proponent of self-employment and building up multiple streams of income. If this interests you, please subscribe to my channel to learn more!

Facebook: Charlie Chang
Instagram: charlie__chang
","build a business, online business, entrepreneur tips, business growth, start a business, make money online, passive income, financial independence, wealth building, money habits, productivity tips, self improvement, time management, success habits, life design, youtube growth, content creator, personal brand, creator business, start a youtube channel, digital marketing, crm tools, marketing tips, business tools, ecommerce branding","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:49:43.322374,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,The Ramsey Show,UCzpwkXk_GlfmWntZ9v4l3Tg,https://www.youtube.com/@theramseyshowepisodes,1100000,3207,Financial Education - Podcast/Interviews,en,0.64,0.85,"You can win with money and take control of your life—no matter the mistakes you've made with money. Join Dave Ramsey and his team of experts for real advice that works. Subscribe and watch full episodes to start your journey toward the life you’ve dreamed of!

📞 Have a question for the show? Call 888-825-5225 weekdays from 2–5 p.m. ET or send us a message at https://www.ramseysolutions.com/shows/the-ramsey-show/email
","money management, debt elimination, financial planning, budgeting tips, saving money, financial freedom, get rich, passive income, wealth building, money mindset, millionaire habits, investing basics, wealth creation, build wealth, investment strategies, life coaching, self improvement, personal growth, life decisions, motivation tips, real estate investing, property investment, buying a house, real estate tips, rental properties","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:03:28.432612,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,BossUpCosmetics,UCwOk2sq9ehi4Q-sxAM4sfmA,https://www.youtube.com/@bossupcosmetics,958000,285,Entrepreneurship - Vlog,en,0.52,0.758,"Welcome to BossUp Cosmetics by Aaliyah Arnold
 SHOP HERE 
Bosssupcosmetic.com","small business tips, start a small business, small business ideas, small business owner, small business journey, lip gloss business, make lip gloss, lip gloss entrepreneur, start a lip gloss line, lip gloss business tips, how to be an entrepreneur, entrepreneur tips, entrepreneur journey, start a business, business challenges, working with family, family business challenges, family business tips, business with mom, family business success, create lip products, make lip oil, product creation tips, cosmetic product ideas, diy cosmetics","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:01:31.344187,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Learn With Shopify,UC7geKfz2-IH0rsgRBtHTm0g,https://www.youtube.com/@learnwithshopify,817000,1273,Entrepreneurship - Educational Tutorials,en,0.88,0.875,"We empower aspiring and current entrepreneurs worldwide by simplifying the often-complex world of online business. If you're ready to cut through the noise and get actionable, up-to-date strategies for launching and scaling your ecommerce venture, you've come to the right place.

Learn business ideas, trending products, starting specific businesses, AI-powered marketing, AI tools, finance, operations, branding, and growth strategies, all taught through in-depth long format videos and engaging YouTube Shorts.

Just like successful entrepreneurs prioritize continuous learning, we're here to be your trusted partner in navigating the ever-evolving ecommerce ecosystem. Subscribe to Learn with Shopify and let's build your thriving online business together in 2025!

#Shopify #LearnWithShopify #ecommerce #OnlineBusiness #StartAnOnlineStore #ShopifyTips #AIToolsForBusiness #ShortsForBusiness #DigitalMarketing #Entrepreneurship #SmallBusinessTips 
","chatgpt tutorial, ai image editing, google gemini, ai tools 2025, ai for business, facebook marketplace ads, drive sales online, online marketing tips, digital advertising, ecommerce marketing, start an online store, ecommerce business, shopify tutorial, business growth tips, entrepreneurship 2025, productivity tips, time management, work smarter, efficiency hacks, task management, content strategy, create engaging content, content marketing, build a brand, digital content tips","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:35:06.374356,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Best Buy,UC5pK3w6QEq1bUMmU2Hs43Pw,https://www.youtube.com/@bestbuy,815000,1770,Tech - Educational Tutorials,en,0.34,0.423,"Discover how the awesome power of tech can help take what you love to the next level. Subscribe for new product videos, inspiration, tech tips and more.
","google pixel watch, wear os features, smartwatch tips, ai assistant watch, tech tips 2023, fitbit morning brief, health tracking watch, fitness smartwatch, track your health, smartwatch for fitness, unboxing pixel watch, tech unboxing, new gadgets 2023, smartwatch unboxing, latest tech reviews, google nest doorbell, smart home security, home automation tips, smart home gadgets, doorbell camera features","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:08:48.241241,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Monetize My Dog – Shorts Monetization Made Easy.,UCaUacwrOnGvtAS-weXsLFNQ,https://www.youtube.com/@monetize_my_dog,792000,1562,YouTube Monetization - Educational Tutorials,en,0.61,0.773,"YouTube Shorts Monetization 2025 — made simple, with proof. if you're wondering how much YouTube pays for shorts, you're in the right place because I have over 1,000 and they all contain my dog. It's so easy, even if you don't own a dog.

I started by casually posting videos of my Saint Bernard. No strategy. No audience. Then I accidentally turned it into a real income stream. How much YouTube shorts pay varies with the content but if you stack your small wins, it'll build passive income forever,

If you're looking for:

Easy side hustles for beginners

Info on how to make money with youtube shorts using your dog

Or just how to turn your camera roll into cash...

You're in the right place.

I sell everything I know for $7 (because I'm not a guru). Or just stalk my channel and copy me for free — that works too.

💰 You don’t need followers to get paid
📱 Your phone + your pet = monetizable content
🎯 Learn how to earn $5–$10 per Short and stack them up






















","make money shorts, shorts income, shorts monetization, earn from shorts, shorts revenue, dog videos income, pet content ideas, dog channel tips, pet video monetization, dog content creation, make money online, online income ideas, digital earnings, internet income, online revenue, passive income ideas, earn while sleeping, income streams, automated income, side income, content creator tips, grow your channel, creator income, build a channel, creator monetization","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:15:52.373471,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Caden Boof,UCLN6TsHI4R2xzw2FDI3tYhQ,https://www.youtube.com/@cadenbooth,778000,50,Entrepreneurship - Educational Tutorials,en,0.64,0.848,"partnerships@cadenbooth.com

Instagram- @cadenbooth_
TikTok- @cadenbooth_
Snapchat- @cadenbooth1","make money online, easy money ideas, online income, money making tips, side hustle ideas, unique business ideas, unusual ways to earn, creative money making, weird business ideas, alternative income streams, betting strategies, storage unit auctions, auction bidding tips, betting for profit, auction flipping, reposting clips, content monetization, streamer clips, viral content ideas, content farming, start a business, entrepreneur tips, business startup, small business ideas, business growth","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:11:08.836724,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Sheff G,UCpeRshJCY2B1irGJUs3vmRg,https://www.youtube.com/@sheffgwinners,754000,72,Music - Music Videos,en,0.1,0.359,Offical Page For Sheff G,"hip hop songs, rap music videos, new hip hop, trap music, drill rap, official music video, new music videos, rap video, hip hop video, music video 2025, new rap artists, upcoming rappers, rap collaborations, hip hop artists, rap music 2025, stream new music, hip hop streaming, rap music streaming, new album release, music streaming platforms, rap freestyle, freestyle videos, hip hop freestyle, rap battles, freestyle rap 2025","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:07:56.722204,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Liam Ottley,UCui4jxDaMb53Gdh-AZUTPAg,https://www.youtube.com/@liamottley,681000,201,Entrepreneurship - Documentary,en,0.58,0.856,"I’m an AI entrepreneur from New Zealand. In 2023 I created the 'AI Automation Agency' or 'AAA' model based on my learnings at my own agency Morningside AI.

On this channel I share my learnings from running my own AI Automation Agency, AI SaaS and from helping my community of over 250,000 AI Automation Agency owners to start and scale their own AI business.

My mission is to inspire others to take advantage of the incredible AI opportunity by documenting my journey as an AI entrepreneur.
","ai for beginners, ai business ideas, ai tools 2026, voice ai business, ai workforce, start a business, business ideas 2026, entrepreneur tips, how to sell ai, build an agency, career in ai, ai career 2026, non coding jobs, ai job market, career change tips, scale your business, business growth tips, agency growth, business scaling, grow your agency, entrepreneur community, networking for entrepreneurs, ai entrepreneur network, business networking, join entrepreneur group","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:38:06.931499,NZ
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Lowly.,UCbr_gpafjcwT_MjV6K3Nh5g,https://www.youtube.com/@lowly,649000,520,Music - Documentary,en,0.13,0.335,"Lowly. is an independent record label, established in 2017, based in New York and Los Angeles. Lowly. strives to bring light to undiscovered artists while creating a home for arts and culture within music. In partnership with the Nations, Lowly. is a media collective uniquely positioned to empower artists while driving discovery and impact.","chill electronic, electronic beats, future bass, electronic music mix, edm tracks, new music 2023, underground artists, music recommendations, discover new music, upcoming music artists, artist collaborations, music collabs, collaborative tracks, duet songs, music partnerships, stream new music, music streaming platforms, best music streams, live music stream, streaming music 2023","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:39:40.551274,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Jon Youshaei,UCj8DGOv5P7Ngsh-telMG-pw,https://www.youtube.com/@youshaei,646000,284,Creator Economy - Podcast/Interviews,en,0.61,0.707,"After working inside YouTube & Instagram for 8 years, I'm sharing what I learned about creators with guests Logan Paul, MrBeast, Mark Rober, Liza Koshy, Danny Duncan, and more.

For sponsorships, consulting, & speaking opportunities, email my manager Amanda Marcovitch: Amanda@Youshaei.com

Past sponsors include: American Express, Google, HubSpot, Microsoft, Fiverr, and more

Follow on Instagram: @Youshaei 
","creator interviews, youtube creator stories, interview with youtubers, content creator journey, youtuber success stories, who's more famous, celebrity comparisons, famous youtubers, fame ranking, popularity contest, youtube growth tips, grow youtube channel, youtube success, youtube strategies, how to get subscribers, entrepreneur stories, business success, startup journey, entrepreneur interviews, business growth tips, documentary interviews, storytelling documentaries, cinematic storytelling, documentary filmmaking, business documentaries","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:36:52.729604,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,EO,UClWTCPVi-AU9TeCN6FkGARg,https://www.youtube.com/@eoglobal,615000,314,Entrepreneurship - Documentary,en,0.58,0.823,"EO Studio, a rapidly expanding global media platform, illuminates founders' journeys through exceptional storytelling. We provide next-generation builders with innovative infrastructure and a rich resource network, empowering them to transform bold ideas into reality.","build a startup, entrepreneur success, startup journey, business growth, entrepreneur stories, ai startups, ai in business, tech innovation, ai tools, future of ai, entrepreneur documentary, startup story, business documentary, founder journey, company story, career growth, success stories, career advice, professional journey, career inspiration","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:58:29.115108,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,PETFLIX,UCl3TER6AOCiKDFs_8FECinA,https://www.youtube.com/@pet_flix,610000,270,Animals - Documentary,en,0.13,0.269,"I'm Milad. And I love animals and pets. I created this channel so that we can enjoy watching the life of animals together.
In this channel, you will see videos of Birds, Cats, Turtles, Mantises, Quails, Budgies, Hamsters, Silkworms, etc.
If you like the animal world like me, then subscribe😍
","wounded tortoise, animal rescue stories, saving wildlife, rescue animals, animal rehabilitation, pet bird care, budgie lifespan, bird egg candling, pet care tips, bird health tips, cute budgies, parakeet behavior, bird watching, pet bird videos, bird lovers, bee vs wasp, honeybee behavior, insect battles, nature encounters, insect videos","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:25:06.771385,GB
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Futurepedia,UC_RovKmk0OCbuZjA8f08opw,https://www.youtube.com/@futurepedia_io,594000,134,AI Tools - Educational Tutorials,en,0.76,0.775,"Learn to leverage AI tools and acquire AI skills to future-proof your life and business.
","ai tools, chatgpt features, ai image editor, ai music creation, ai character transfer, productivity tips, ai productivity tools, time management, task automation, digital workflow, ai education, learning with ai, online courses, study tips, ai for students, digital marketing, business automation, marketing tools, ai in marketing, business growth, ai in music, digital art tools, creative ai tools, media creation, content creation","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:26:07.801245,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Stansberry Research,UCVgL_VeHteGecp5nn0NRztQ,https://www.youtube.com/@stansberrymedia,576000,1694,Financial Education - Talking-Head Analysis,en,0.56,0.812,"The official YouTube channel for Stansberry Research, an independent, subscription-based publisher of financial research, serving individual investors, registered investment advisors, hedge funds, mutual funds, and investment banks. By focusing solely on research, Stansberry Research avoids the many conflicts of interest that are inherent in traditional research and trading firms.

For more than twenty years, Stansberry Research has served millions of investors in more than 150 countries around the world, providing in-depth research on stocks, bonds, currencies, real estate, and commodities. Based in Baltimore, MD, Stansberry has over 200 employees including former hedge fund managers, Wall Street veterans, PH.D.s, scientists and dozens of financial analysts.

Partner Content: We are now pleased to publish a dedicated content series from our friends at Chaikin Analytics
","gold investment, stock market tips, investing in gold, market crash prediction, investment advice, wall street trends, stock market news, financial market analysis, market insights, economic outlook, retirement planning, financial freedom, wealth building, money management, financial security, career growth tips, professional development, job market trends, career success, workplace skills, live like a billionaire, luxury lifestyle, wealthy habits, affordable luxury, financial lifestyle","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:31:48.077603,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,CBC Kids,UCWCOoCApFUtccYENOYeL1uw,https://www.youtube.com/@cbckids,532000,4708,Children's Entertainment - Segments and Shows,en,0.13,0.405,"Welcome to the official YouTube channel of CBC Kids! Here you can find your favourite CBC Kids' shows, characters, segments and songs — perfect for kids aged 2 to 10. We are happy to offer all of our kid-appropriate content completely ad-free. 

Want even more CBC Kids? Visit our website at https://cbckids.ca, find more full episodes at https://gem.cbc.ca/section/kids or watch your favourite shows on CBC TV every morning.

Watch more of CBC Kids here:
#CBCKids
","kids shows, children's tv, fun for kids, kids cartoons, family friendly, learning for kids, educational videos, kids learning, fun learning, educational shows, kids dance, children's songs, sing along, dance for kids, music for kids, halloween for kids, holiday fun, seasonal activities, festive kids, holiday crafts, kids sports, hobby for kids, sports for children, kids activities, fun hobbies","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:56:25.410623,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,AK,UCk-fweSLYJg9s8JnkUd-NUA,https://www.youtube.com/@akramadinas,510000,53,Lifestyle - Vlog,en,0.22,0.549,"#bekind
subscribe for more! vlogging starts soon.. (:
support future vids? links below!
all socials medias @akramadinas ","random acts of kindness, kindness stories, helping others, be kind movement, kindness challenge, volunteer work, community service projects, helping the homeless, charity work, feeding the hungry, uplifting stories, inspiring people, feel good stories, positive news, heartwarming moments, positive lifestyle, living with kindness, spread positivity, positive mindset, daily positivity","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:57:22.452564,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Greg Isenberg,UCPjNBjflYl0-HQtUvOx0Ibw,https://www.youtube.com/@gregisenberg,491000,697,Entrepreneurship - Podcast/Interviews,en,0.73,0.897,"Subscribe for startup ideas & tutorials on on how to use AI to build & grow your startup.

Hey, I’m Greg - CEO of Late Checkout and ex-advisor to Reddit, TikTok, and more.

I post videos here from my podcast top 0.1% tech podcast called The Startup Ideas Podcast.

You can also listen to The Startup Ideas Podcast on Apple Podcasts and Spotify.

I keep it practical and never gatekeep the sauce. I share what I'm learning in real-time.

Happy building 
","ai agent, ai tools, ai workflow, ai business, ai productivity, digital employees, business trends, startup ideas, entrepreneur tips, business growth, marketing insights, growth hacking, a/b testing, digital marketing, content marketing, video creation, content creator, youtube growth, creator business, viral videos, productivity tips, innovation ideas, workflow optimization, time management, productivity hacks","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:43:08.830297,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,SetupsAI,UC0xHrJNbxHmFnUP-49WYM-Q,https://www.youtube.com/@setupsaitony,426000,580,Creative Tools - Educational Tutorials,en,0.28,0.4,"🔥 Daily #tech and #ai tips

","character animation, digital drawing, animation tips, art tutorials, character design, 4k wallpapers, live wallpapers, anime wallpapers, custom cursors, desktop customization, 3d modeling, cad design, 3d printing, cad software, 3d model tips, vintage images, retro art, printable art, old fashion design, vintage graphics, audio tools, music production, song editing, audio software, music tips","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:17:05.589267,US
